run_accession,sample_accession,study_accession,sample_description,study_title,library_strategy,scientific_name,instrument_platform,instrument_model,collection_date_end,location,lat,lon,country,fastq_bytes,fastq_ftp
SRR14711375,SAMN17798765,PRJNA699587,Metagenome or environmental sample from mangrove soil recolonization after shrimp farm metagenome,BTS Metagenome,WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2019-05-31,12.681 S 38.731 W,-12.681,-38.731,Brazil:Baia de Todos os Santos,1490132834;1482997683,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/075/SRR14711375/SRR14711375_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/075/SRR14711375/SRR14711375_2.fastq.gz
SRR14715196,SAMN17799046,PRJNA699587,Metagenome or environmental sample metagenome from mangrove soil used for shrimp farm,BTS Metagenome,WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2019-05-31,12.675 S 38.734 W,-12.675,-38.734,Brazil:Baia de Todos os Santos,1891554031;1866829140,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/096/SRR14715196/SRR14715196_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/096/SRR14715196/SRR14715196_2.fastq.gz
SRR14715239,SAMN17799153,PRJNA699587,Metagenome or environmental sample metagenome from mangrove soil used for shrimp farm,BTS Metagenome,WGS,mangrove metagenome,ILLUMINA,NextSeq 500,2019-05-31,12.675 S 38.734 W,-12.675,-38.734,Brazil:Baia de Todos os Santos,1718398822;1702669831,ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/039/SRR14715239/SRR14715239_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR147/039/SRR14715239/SRR14715239_2.fastq.gz
SRR11696183,SAMN14515459,PRJNA621487,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D1103M12 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2017-11-03,27.8985 N 97.0386 W,27.8985,-97.0386,USA: Texas,3519912738;3519985072,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/083/SRR11696183/SRR11696183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/083/SRR11696183/SRR11696183_2.fastq.gz
SRR11696478,SAMN14515576,PRJNA621501,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D0606M20 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-06-06,27.8962 N 97.0386 W,27.8962,-97.0386,USA: Texas,3105398051;3227198514,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/078/SRR11696478/SRR11696478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/078/SRR11696478/SRR11696478_2.fastq.gz
SRR11696579,SAMN14514848,PRJNA621500,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D0606M12 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-06-06,27.8962 N 97.0386 W,27.8962,-97.0386,USA: Texas,4518838798;4619707424,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/079/SRR11696579/SRR11696579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/079/SRR11696579/SRR11696579_2.fastq.gz
SRR11697952,SAMN14514820,PRJNA621508,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D0608M12 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-06-08,27.8962 N 97.0386 W,27.8962,-97.0386,USA: Texas,3367304591;3391286917,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/052/SRR11697952/SRR11697952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/052/SRR11697952/SRR11697952_2.fastq.gz
SRR11698124,SAMN14514836,PRJNA621509,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D0608M20 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-06-08,27.8962 N 97.0386 W,27.8962,-97.0386,USA: Texas,3583974230;3642192258,ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/024/SRR11698124/SRR11698124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR116/024/SRR11698124/SRR11698124_2.fastq.gz
SRR11704904,SAMN14515343,PRJNA621518,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D0817M02 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-08-17,27.8977 N 97.0387 W,27.8977,-97.0387,USA: Texas,5067961387;5088678347,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/004/SRR11704904/SRR11704904_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/004/SRR11704904/SRR11704904_2.fastq.gz
SRR11711397,SAMN14514933,PRJNA621519,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D0817M12 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-08-17,27.8977 N 97.0387 W,27.8977,-97.0387,USA: Texas,3668876822;3731685298,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/097/SRR11711397/SRR11711397_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/097/SRR11711397/SRR11711397_2.fastq.gz
SRR11711952,SAMN14515642,PRJNA621522,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D0819M02 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-08-19,27.8977 N 97.0387 W,27.8977,-97.0387,USA: Texas,4170301455;4194125742,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/052/SRR11711952/SRR11711952_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/052/SRR11711952/SRR11711952_2.fastq.gz
SRR11712615,SAMN14515456,PRJNA621523,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment","Sediment microbial communities from coastal wetland in Texas, United States - D0819M12 metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-08-19,27.8977 N 97.0387 W,27.8977,-97.0387,USA: Texas,4311401144;4354525001,ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/015/SRR11712615/SRR11712615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR117/015/SRR11712615/SRR11712615_2.fastq.gz
SRR12668987,SAMN15739870,PRJNA654314,"Sediment microbial communities from coastal wetland in Texas, United States Mangrove dominant sediment, untreated","Sediment microbial communities from coastal wetland in Texas, United States - D0817M20re metagenome",WGS,wetland metagenome,ILLUMINA,Illumina NovaSeq 6000,2018-08-17,27.8977 N 97.0387 W,27.8977,-97.0387,USA: Texas,4516015557;4647710496,ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/087/SRR12668987/SRR12668987_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR126/087/SRR12668987/SRR12668987_2.fastq.gz
SRR9593062,SAMN04440486,PRJNA309737,It is part of a project to characterize the microbiome of Malaysian mangrove soil.,Pararhodobacter sp. CCB-MM2 Genome sequencing and assembly,WGS,Pararhodobacter sp. CCB-MM2,ILLUMINA,Illumina MiSeq,2014-10-02,4.21335 N 100.64708999 E,4.21335,100.64708999,Malaysia: Perak,310141466;338899352,ftp.sra.ebi.ac.uk/vol1/fastq/SRR959/002/SRR9593062/SRR9593062_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR959/002/SRR9593062/SRR9593062_2.fastq.gz
SRR24201524,SAMN33849202,PRJNA947344,Whole metagenome of rhizosphere soil of Habalikhati from Bhitarkanika mangrove ecosystem for bacterial community analysis during summer season,Whole-metagenome shotgun sequencing of soil samples from Bhitarkanika mangrove ecosystem for bacterial community analysis,WGS,soil metagenome,ILLUMINA,Illumina NovaSeq 6000,2022-04-02,20.6849 N 86.9859 E,20.6849,86.9859,"India: Bhitarkanika mangrove forest, Odisha",1768159007;1774383705,ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/024/SRR24201524/SRR24201524_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/024/SRR24201524/SRR24201524_2.fastq.gz
SRR24201525,SAMN33849173,PRJNA947344,Whole metagenome of rhizosphere soil of Gupti from Bhitarkanika mangrove ecosystem for bacterial community analysis during summer season,Whole-metagenome shotgun sequencing of soil samples from Bhitarkanika mangrove ecosystem for bacterial community analysis,WGS,soil metagenome,ILLUMINA,Illumina NovaSeq 6000,2022-04-02,20.663 N 86.8594 E,20.663,86.8594,"India: Bhitarkanika mangrove forest, Odisha",1842418790;1818282997,ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/025/SRR24201525/SRR24201525_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/025/SRR24201525/SRR24201525_2.fastq.gz
SRR24201526,SAMN33848498,PRJNA947344,Whole metagenome of rhizosphere soil of Dangmal from Bhitarkanika mangrove ecosystem for bacterial community analysis during summer season,Whole-metagenome shotgun sequencing of soil samples from Bhitarkanika mangrove ecosystem for bacterial community analysis,WGS,soil metagenome,ILLUMINA,Illumina NovaSeq 6000,2022-04-03,20.7325 N 86.8712 E,20.7325,86.8712,"India: Bhitarkanika mangrove forest, Odisha",1031236827;1022335048,ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/026/SRR24201526/SRR24201526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/026/SRR24201526/SRR24201526_2.fastq.gz
SRR24201528,SAMN33848496,PRJNA947344,Whole metagenome of rhizosphere soil of Habalikhati from Bhitarkanika mangrove ecosystem for bacterial community analysis during monsoon season,Whole-metagenome shotgun sequencing of soil samples from Bhitarkanika mangrove ecosystem for bacterial community analysis,WGS,soil metagenome,ILLUMINA,Illumina NovaSeq 6000,2021-10-02,20.68 N 86.9878 E,20.68,86.9878,"India: Bhitarkanika mangrove forest, Odisha",4627521206;4906616634,ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/028/SRR24201528/SRR24201528_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR242/028/SRR24201528/SRR24201528_2.fastq.gz
SRR171663,SAMN00138370,PRJNA60545,"Collection site: Jaguaribe River Mangrove, Ceara state. City: Fortim. Estate: Ceara. Description of sampling site: Jaguaribe river mangrove is located in a estuary with an area of 1,735 km2. This ecosystem is impacted by the presence of shrimp farms, urban areas and runoff from agricultural areas. The soil was collected 3 km from the river mouth in a region with the presence of typical mangrove vegetation with the species Rhizophora mangle and Avicennia schaueriana.",Metagenomes isolated from NE Brazil,WGS,soil metagenome,LS454,454 GS FLX Titanium,,,,,,66078691,ftp.sra.ebi.ac.uk/vol1/fastq/SRR171/SRR171663/SRR171663.fastq.gz
SRR5013301,SAMN06011245,PRJNA353167,"This strain of Pseudomonas hussainii named MB3 was isolated from the rhizospheric water of Mangrove trees found in Andaman islands, India.",Pseudomonas hussainii strain:MB3 Genome sequencing and assembly,WGS,Atopomonas hussainii,ILLUMINA,NextSeq 500,2015-09-30,11.5061 N 92.7017 E,11.5061,92.7017,India: Andaman islands,106696848;111036958,ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/001/SRR5013301/SRR5013301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR501/001/SRR5013301/SRR5013301_2.fastq.gz
SRR26856359,SAMN38153217,PRJNA1036849,"Lutjanus argentimaculatus, commonly referred to as the mangrove jack or mangrove red snapper, is a type of marine ray-finned fish belonging to the Lutjanidae family. L. argentimaculatus, with its wide tropical and sub-tropical Indo-Pacific range, inhabits diverse and extensive geographical areas. The current resources for L. argentimaculatus lacks the whole genome sequence. This bioproject consists of the high-throughput sequence data, generated and used in the assembly and annotation of L. argentimaculatus",Lutjanus argentimaculatus Genome sequencing and assembly,WGS,Lutjanus argentimaculatus,PACBIO_SMRT,Sequel II,2021-02-09,,,,"India: Chennai, Tamilnadu",39838539822,ftp.sra.ebi.ac.uk/vol1/fastq/SRR268/059/SRR26856359/SRR26856359_subreads.fastq.gz
SRR26872074,SAMN38153217,PRJNA1036849,"Lutjanus argentimaculatus, commonly referred to as the mangrove jack or mangrove red snapper, is a type of marine ray-finned fish belonging to the Lutjanidae family. L. argentimaculatus, with its wide tropical and sub-tropical Indo-Pacific range, inhabits diverse and extensive geographical areas. The current resources for L. argentimaculatus lacks the whole genome sequence. This bioproject consists of the high-throughput sequence data, generated and used in the assembly and annotation of L. argentimaculatus",Lutjanus argentimaculatus Genome sequencing and assembly,WGS,Lutjanus argentimaculatus,ILLUMINA,Illumina NovaSeq 6000,2021-02-09,,,,"India: Chennai, Tamilnadu",11361744896;11313915992,ftp.sra.ebi.ac.uk/vol1/fastq/SRR268/074/SRR26872074/SRR26872074_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR268/074/SRR26872074/SRR26872074_2.fastq.gz
SRR6820481,SAMN08667651,PRJNA437562,Mangrove soil,Mangrove metavirome,WGS,soil metagenome,ILLUMINA,Illumina HiSeq 4000,2017-03-31,,,,"China:Hainan, Yalong bay",758624991;992227690,ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6820481/SRR6820481_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR682/001/SRR6820481/SRR6820481_2.fastq.gz
ERR2179511,SAMEA104349897,PRJEB22775,mangrove sample enriched,Metagenomics investigation of agarlytic genes and genomes in mangrove sediments,WGS,metagenome,ILLUMINA,Illumina HiSeq 4000,2015-09-20,24.33 N 117.75 E,24.33,117.75,China,5761916804;6534276873,ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2179511/ERR2179511_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/001/ERR2179511/ERR2179511_2.fastq.gz
ERR2179512,SAMEA104349898,PRJEB22775,mangrove sample radomized,Metagenomics investigation of agarlytic genes and genomes in mangrove sediments,WGS,metagenome,ILLUMINA,Illumina HiSeq 4000,2015-09-20,24.33 N 117.75 E,24.33,117.75,China,34373614648;37390052372,ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2179512/ERR2179512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR217/002/ERR2179512/ERR2179512_2.fastq.gz
ERR4833478,SAMEA7567425,PRJEB41295,Mangrove rhizosphere metagenome,Native and introduced mangroves select distinct microbiomes for nitrogen and sulfur cycling,WGS,mangrove metagenome,ILLUMINA,NextSeq 550,2018-12-31,23.27 N 116.52 E,23.27,116.52,China,3249578570;3586457048,ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4833478/ERR4833478_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/008/ERR4833478/ERR4833478_2.fastq.gz
ERR4833480,SAMEA7567427,PRJEB41295,Mangrove rhizosphere metagenome,Native and introduced mangroves select distinct microbiomes for nitrogen and sulfur cycling,WGS,mangrove metagenome,ILLUMINA,NextSeq 550,2018-12-31,23.27 N 116.52 E,23.27,116.52,China,3779189358;4177377219,ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4833480/ERR4833480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4833480/ERR4833480_2.fastq.gz
ERR12329177,SAMEA114664774,PRJEB70438,Site 12A1 Mangrove sample,Assembly-based metagenomics of coral reef & mangrove water samples from both sides of the Isthmus of Panama.,WGS,uncultured bacterium,ILLUMINA,NextSeq 550,2017-10-12,7.618822 N 81.758797 W,7.618822,-81.758797,Panama,694654088;708626866,ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/077/ERR12329177/ERR12329177_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/077/ERR12329177/ERR12329177_2.fastq.gz
ERR12329180,SAMEA114664777,PRJEB70438,Site 12A4 Mangrove sample,Assembly-based metagenomics of coral reef & mangrove water samples from both sides of the Isthmus of Panama.,WGS,uncultured bacterium,ILLUMINA,NextSeq 550,2017-10-12,7.620643 N 81.766157 W,7.620643,-81.766157,Panama,267506342;273714171,ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/080/ERR12329180/ERR12329180_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/080/ERR12329180/ERR12329180_2.fastq.gz
ERR12329206,SAMEA114664803,PRJEB70438,Site CCR Mangrove sample,Assembly-based metagenomics of coral reef & mangrove water samples from both sides of the Isthmus of Panama.,WGS,uncultured bacterium,ILLUMINA,NextSeq 550,2017-11-21,9.27506 N 82.130887 W,9.27506,-82.130887,Panama,645826628;632699294,ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR12329206/ERR12329206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/006/ERR12329206/ERR12329206_2.fastq.gz
ERR12329216,SAMEA114664813,PRJEB70438,Site SGN Mangrove sample,Assembly-based metagenomics of coral reef & mangrove water samples from both sides of the Isthmus of Panama.,WGS,uncultured bacterium,ILLUMINA,NextSeq 550,2017-11-22,9.346757 N 82.257151 W,9.346757,-82.257151,Panama,835830650;816401802,ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/016/ERR12329216/ERR12329216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR123/016/ERR12329216/ERR12329216_2.fastq.gz
SRR17658252,SAMN25078510,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,3150226296;3386679475,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/052/SRR17658252/SRR17658252_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/052/SRR17658252/SRR17658252_2.fastq.gz
SRR17658254,SAMN25078508,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2572989825;2766836999,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/054/SRR17658254/SRR17658254_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/054/SRR17658254/SRR17658254_2.fastq.gz
SRR17658256,SAMN25078551,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2795277017;2968474958,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/056/SRR17658256/SRR17658256_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/056/SRR17658256/SRR17658256_2.fastq.gz
SRR17658258,SAMN25078549,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2379832409;2508265301,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/058/SRR17658258/SRR17658258_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/058/SRR17658258/SRR17658258_2.fastq.gz
SRR17658260,SAMN25078547,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2356069018;2511559721,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/060/SRR17658260/SRR17658260_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/060/SRR17658260/SRR17658260_2.fastq.gz
SRR17658261,SAMN25078546,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2503564596;2755698805,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/061/SRR17658261/SRR17658261_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/061/SRR17658261/SRR17658261_2.fastq.gz
SRR17658264,SAMN25078543,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2451429785;2624148797,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/064/SRR17658264/SRR17658264_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/064/SRR17658264/SRR17658264_2.fastq.gz
SRR17658265,SAMN25078542,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2564018596;2716045483,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/065/SRR17658265/SRR17658265_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/065/SRR17658265/SRR17658265_2.fastq.gz
SRR17658268,SAMN25078540,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2558428881;2742925978,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/068/SRR17658268/SRR17658268_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/068/SRR17658268/SRR17658268_2.fastq.gz
SRR17658270,SAMN25078538,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,3013360950;3153887440,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/070/SRR17658270/SRR17658270_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/070/SRR17658270/SRR17658270_2.fastq.gz
SRR17658274,SAMN25078534,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2463505648;2644909977,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/074/SRR17658274/SRR17658274_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/074/SRR17658274/SRR17658274_2.fastq.gz
SRR17658277,SAMN25078505,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2592034536;2797174143,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/077/SRR17658277/SRR17658277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/077/SRR17658277/SRR17658277_2.fastq.gz
SRR17658279,SAMN25078530,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2416668207;2539849120,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/079/SRR17658279/SRR17658279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/079/SRR17658279/SRR17658279_2.fastq.gz
SRR17658280,SAMN25078529,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,3281111427;3536713144,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/080/SRR17658280/SRR17658280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/080/SRR17658280/SRR17658280_2.fastq.gz
SRR17658282,SAMN25078527,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2277292253;2406634099,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/082/SRR17658282/SRR17658282_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/082/SRR17658282/SRR17658282_2.fastq.gz
SRR17658287,SAMN25078522,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2430781851;2588656715,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/087/SRR17658287/SRR17658287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/087/SRR17658287/SRR17658287_2.fastq.gz
SRR17658288,SAMN25078504,PRJNA798446,"Mangrove sediments in the Qi’ao Mangrove Wetland Park of Guangdong province, China",Shotgun metagenome of microbial community in mangrove sediments in a depth range of 100 cm,WGS,sediment metagenome,ILLUMINA,Illumina NovaSeq 6000,2019-12-21,22.43 N 113.64 E,22.43,113.64,China:Pearl River Estuary,2817976099;3051283068,ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/088/SRR17658288/SRR17658288_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR176/088/SRR17658288/SRR17658288_2.fastq.gz
